batch_pos_mean,epoch,lr,lr_per_step,step,test_loss,test_loss_y,train_loss,train_loss_pos,train_loss_y,train_per_step,train_pos_per_step,train_y_per_step,val_loss,val_loss_y
,0.0,1.5999999902760464e-07,,3,108.29000854492188,108.29000854492188,165.50999450683594,1.2527612447738647,165.3847198486328,,,,113.67276763916016,113.67276763916016
,1.0,3.199999980552093e-07,,7,106.53356170654297,106.53356170654297,169.78659057617188,1.267686367034912,169.65982055664062,,,,111.82378387451172,111.82378387451172
,2.0,4.799999828719592e-07,,11,103.72525024414062,103.72525024414062,164.444091796875,1.2554664611816406,164.31854248046875,,,,108.86803436279297,108.86803436279297
,3.0,6.399999961104186e-07,,15,99.94334411621094,99.94334411621094,155.74024963378906,1.249719500541687,155.6152801513672,,,,104.86021423339844,104.86021423339844
,4.0,8.000000093488779e-07,,19,95.26141357421875,95.26141357421875,151.09906005859375,1.2408685684204102,150.9749755859375,,,,99.89512634277344,99.89512634277344
,5.0,9.599999657439184e-07,,23,89.79924774169922,89.79924774169922,142.1455078125,1.221472978591919,142.02334594726562,,,,94.09815979003906,94.09815979003906
,6.0,1.1199999789823778e-06,,27,83.73884582519531,83.73884582519531,134.44802856445312,1.2102341651916504,134.32701110839844,,,,87.615478515625,87.615478515625
,7.0,1.2799999922208372e-06,,31,77.13407897949219,77.13407897949219,125.06710815429688,1.202620267868042,124.94684600830078,,,,80.61540985107422,80.61540985107422
,8.0,1.4400000054592965e-06,,35,70.18062591552734,70.18062591552734,110.59541320800781,1.193604826927185,110.47604370117188,,,,73.20198822021484,73.20198822021484
,9.0,1.6000000186977559e-06,,39,63.12934875488281,63.12934875488281,100.9913330078125,1.1983978748321533,100.87149047851562,,,,65.61921691894531,65.61921691894531
,10.0,1.7600000319362152e-06,,43,56.09504318237305,56.09504318237305,90.06006622314453,1.1632639169692993,89.94374084472656,,,,58.04088592529297,58.04088592529297
,11.0,1.919999931487837e-06,,47,49.1630973815918,49.1630973815918,77.99595642089844,1.1583712100982666,77.88011932373047,,,,50.64582443237305,50.64582443237305
-1.33823223222862e-05,,,1.9999999949504854e-06,49.0,,,,,,61.546844482421875,1.1230452060699463,61.434539794921875,,
,12.0,2.080000058413134e-06,,51,42.52079772949219,42.52079772949219,67.1733627319336,1.1174113750457764,67.06161499023438,,,,43.5930290222168,43.5930290222168
,13.0,2.2399999579647556e-06,,55,36.27866744995117,36.27866744995117,55.90912628173828,1.1140401363372803,55.79772186279297,,,,37.02088928222656,37.02088928222656
,14.0,2.4000000848900527e-06,,59,30.60407257080078,30.60407257080078,45.89885711669922,1.0865432024002075,45.79020309448242,,,,31.083362579345703,31.083362579345703
,15.0,2.5599999844416743e-06,,63,25.52871322631836,25.52871322631836,40.102909088134766,1.050421953201294,39.99786376953125,,,,25.844348907470703,25.844348907470703
,16.0,2.719999883993296e-06,,67,21.206905364990234,21.206905364990234,31.6906681060791,1.0418510437011719,31.586484909057617,,,,21.314502716064453,21.314502716064453
,17.0,2.880000010918593e-06,,71,17.629709243774414,17.629709243774414,25.525554656982422,1.0240793228149414,25.423147201538086,,,,17.56966781616211,17.56966781616211
,18.0,3.0399999104702147e-06,,75,14.801271438598633,14.801271438598633,20.38250160217285,0.9930158257484436,20.283199310302734,,,,14.606098175048828,14.606098175048828
,19.0,3.2000000373955118e-06,,79,12.576578140258789,12.576578140258789,17.300451278686523,0.9990839958190918,17.200544357299805,,,,12.297183990478516,12.297183990478516
,20.0,3.3599999369471334e-06,,83,10.889961242675781,10.889961242675781,14.277023315429688,0.9563708305358887,14.181386947631836,,,,10.54910659790039,10.54910659790039
,21.0,3.5200000638724305e-06,,87,9.653223037719727,9.653223037719727,12.123100280761719,0.9509155750274658,12.028008460998535,,,,9.269941329956055,9.269941329956055
,22.0,3.679999963424052e-06,,91,8.777070999145508,8.777070999145508,10.66241455078125,0.9270045757293701,10.569714546203613,,,,8.366174697875977,8.366174697875977
,23.0,3.839999862975674e-06,,95,8.177783966064453,8.177783966064453,9.729715347290039,0.9141873121261597,9.638296127319336,,,,7.761582374572754,7.761582374572754
0.00011715392611222342,,,3.999999989900971e-06,99.0,,,,,,9.481019973754883,0.8818074464797974,9.392838478088379,,
,24.0,3.999999989900971e-06,,99,7.782949924468994,7.782949924468994,9.451875686645508,0.9078080058097839,9.361095428466797,,,,7.360559463500977,7.360559463500977
,25.0,4.160000116826268e-06,,103,7.5399274826049805,7.5399274826049805,9.176698684692383,0.8688822388648987,9.08980941772461,,,,7.10837984085083,7.10837984085083
,26.0,4.319999789004214e-06,,107,7.396982192993164,7.396982192993164,8.434416770935059,0.8705788850784302,8.347358703613281,,,,6.947813987731934,6.947813987731934
,27.0,4.479999915929511e-06,,111,7.303699493408203,7.303699493408203,7.9372406005859375,0.8518326878547668,7.852057456970215,,,,6.839468002319336,6.839468002319336
,28.0,4.640000042854808e-06,,115,7.230872631072998,7.230872631072998,8.206193923950195,0.8356062173843384,8.12263298034668,,,,6.764603614807129,6.764603614807129
,29.0,4.800000169780105e-06,,119,7.169681549072266,7.169681549072266,7.896073818206787,0.8114746809005737,7.8149261474609375,,,,6.718896865844727,6.718896865844727
,30.0,4.9599998419580515e-06,,123,7.123313903808594,7.123313903808594,7.580378532409668,0.8067550659179688,7.499703407287598,,,,6.672489643096924,6.672489643096924
,31.0,5.119999968883349e-06,,127,7.089534282684326,7.089534282684326,7.786835193634033,0.7870438098907471,7.708130359649658,,,,6.645725250244141,6.645725250244141
