batch_pos_mean,epoch,lr,lr_per_step,step,test_loss,test_loss_y,train_loss,train_loss_pos,train_loss_y,train_per_step,train_pos_per_step,train_y_per_step,val_loss,val_loss_y
,0.0,9.599999657439184e-07,,23,515.5779418945312,515.5779418945312,653.7880859375,0.765830934047699,653.7116088867188,,,,537.1517333984375,537.1517333984375
,1.0,1.919999931487837e-06,,47,365.10626220703125,365.10626220703125,512.7947998046875,0.7445312142372131,512.7203369140625,,,,373.27935791015625,373.27935791015625
-4.567545693134889e-05,,,1.9999999949504854e-06,49.0,,,,,,391.133056640625,0.720399022102356,391.0610046386719,,
,2.0,2.880000010918593e-06,,71,261.3199768066406,261.3199768066406,309.466796875,0.7065766453742981,309.3961181640625,,,,238.76258850097656,238.76258850097656
,3.0,3.839999862975674e-06,,95,234.71817016601562,234.71817016601562,231.24398803710938,0.6625925302505493,231.177734375,,,,208.64508056640625,208.64508056640625
1.9512741346261464e-05,,,3.999999989900971e-06,99.0,,,,,,210.60914611816406,0.6262717247009277,210.54652404785156,,
,4.0,4.800000169780105e-06,,119,210.42678833007812,210.42678833007812,206.75311279296875,0.6182465553283691,206.6912841796875,,,,194.19834899902344,194.19834899902344
,5.0,5.760000021837186e-06,,143,190.49916076660156,190.49916076660156,187.0886688232422,0.5709112286567688,187.03158569335938,,,,178.94985961914062,178.94985961914062
-3.542442209436558e-05,,,6.000000212225132e-06,149.0,,,,,,173.6792449951172,0.5346633791923523,173.6257781982422,,
,6.0,6.719999873894267e-06,,167,175.91282653808594,175.91282653808594,171.7206268310547,0.5224660634994507,171.66836547851562,,,,169.4779815673828,169.4779815673828
,7.0,7.679999725951348e-06,,191,167.59735107421875,167.59735107421875,159.13385009765625,0.4718668460845947,159.08668518066406,,,,163.78048706054688,163.78048706054688
-4.514725515036844e-05,,,7.999999979801942e-06,199.0,,,,,,144.87677001953125,0.4239867925643921,144.83436584472656,,
,8.0,8.639999578008428e-06,,215,161.9069366455078,161.9069366455078,151.04464721679688,0.4189530611038208,151.00274658203125,,,,157.2098846435547,157.2098846435547
,9.0,9.599999430065509e-06,,239,158.0356903076172,158.0356903076172,143.64111328125,0.36654579639434814,143.6044464111328,,,,154.9505615234375,154.9505615234375
3.2833802833920345e-05,,,9.999999747378752e-06,249.0,,,,,,141.20263671875,0.3122047781944275,141.17141723632812,,
,10.0,1.0560000191617291e-05,,263,154.95260620117188,154.95260620117188,136.62521362304688,0.30828264355659485,136.59439086914062,,,,150.35153198242188,150.35153198242188
